name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"København, Hovedstaden, Danmark",2014-05-28,14.9,8.6,10.8,14.9,5.1,9.2,4.2,64.38,0,,0,,,,35.4,30.5,81.9,1019.4,51.5,19.7,,,,,2014-05-28T04:38:48,2014-05-28T21:36:09,1,Partially cloudy,Partly cloudy throughout the day.,wind,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-05-29,16,5.9,11.8,16,3.7,10.9,4.7,62.72,0,,0,,,,26.6,21.6,222.5,1020.3,18.5,21.7,,,,,2014-05-29T04:37:34,2014-05-29T21:37:37,0,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-05-30,21.7,10.8,16.3,21.7,10.8,16.3,8.3,61.49,0,,0,,,,39.1,32.9,293.3,1017.9,12.7,20.1,,,,,2014-05-30T04:36:23,2014-05-30T21:39:02,0.01,Clear,Clear conditions throughout the day.,wind,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-05-31,16.9,11.2,14.2,16.9,11.2,14.2,9.6,74.65,0,,0,,,,22.8,20.9,269.4,1016.4,74.4,11.4,,,,,2014-05-31T04:35:16,2014-05-31T21:40:25,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-06-01,19.2,11.4,15.5,19.2,11.4,15.5,11,74.98,0,,0,,,,20.8,15.1,176.3,1019.1,46.9,11.8,,,,,2014-06-01T04:34:12,2014-06-01T21:41:45,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-06-02,20.3,10.7,15.9,20.3,10.7,15.9,11.6,76.69,0.13,,8.33,,,,17.7,15.1,175.3,1020.2,36.4,13.3,,,,,2014-06-02T04:33:11,2014-06-02T21:43:03,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-06-03,16.2,12.5,14.3,16.2,12.5,14.3,11.1,81.94,2.93,,33.33,,,,17.5,13.5,70.4,1015.6,50.5,19.9,,,,,2014-06-03T04:32:13,2014-06-03T21:44:18,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-06-04,16.2,13,14.5,16.2,13,14.5,12.5,87.71,0.36,,16.67,,,,25.2,18.3,129,1011.9,81.9,12.4,,,,,2014-06-04T04:31:19,2014-06-04T21:45:30,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-06-05,18.9,12.7,15,18.9,12.7,15,12.4,85.03,1.19,,16.67,,,,35.5,26,136.4,1009.9,64.2,10.8,,,,,2014-06-05T04:30:28,2014-06-05T21:46:40,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-06-06,17.1,12.5,14.9,17.1,12.5,14.9,10.4,74.8,0.03,,4.17,,,,32.6,29,192.9,1016.2,24.6,21.7,,,,,2014-06-06T04:29:41,2014-06-06T21:47:46,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-06-07,19.1,10.2,15.7,19.1,10.2,15.7,10.6,72.99,0,,0,,,,15.8,15.4,147,1017.3,30.7,17.2,,,,,2014-06-07T04:28:57,2014-06-07T21:48:49,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-06-08,20.2,11.6,16.7,20.2,11.6,16.7,11.3,71.1,0.02,,12.5,,,,19.4,17.3,141.4,1019.5,13.6,27,,,,,2014-06-08T04:28:17,2014-06-08T21:49:50,0.38,Rain,Clear conditions throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-06-09,22.3,14.2,18.5,22.3,14.2,18.5,11.5,65.29,0,,0,,,,21.6,19.8,149.8,1020.7,0.4,24.5,,,,,2014-06-09T04:27:41,2014-06-09T21:50:47,0.42,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-06-10,25.6,14.4,19.5,25.6,14.4,19.5,12,64,0,,0,,,,23,19.7,102,1020.4,2.9,27.4,,,,,2014-06-10T04:27:09,2014-06-10T21:51:40,0.45,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-06-11,20.1,16.5,18.2,20.1,16.5,18.2,15.5,84.53,2.49,,37.5,,,,19.4,12.1,182.2,1022,49.6,17.2,,,,,2014-06-11T04:26:40,2014-06-11T21:52:31,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-06-12,20.6,13,17.3,20.6,13,17.3,10.9,67.59,0,,0,,,,37.3,32.6,296,1022.4,41.5,14.8,,,,,2014-06-12T04:26:15,2014-06-12T21:53:18,0.5,Partially cloudy,Partly cloudy throughout the day.,wind,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-06-13,18.7,13.7,16,18.7,13.7,16,10.2,69.38,2.51,,25,,,,47,29.5,301.7,1014.8,66.8,15.5,,,,,2014-06-13T04:25:54,2014-06-13T21:54:01,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-06-14,18.9,12.9,15.7,18.9,12.9,15.7,8.7,64.67,0.91,,12.5,,,,30.6,26.1,249.7,1016.9,28.4,24.6,,,,,2014-06-14T04:25:36,2014-06-14T21:54:41,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-06-15,20.1,11.1,16.5,20.1,11.1,16.5,6.8,54.97,0,,0,,,,25.4,15.9,169.7,1020.6,10.4,25.3,,,,,2014-06-15T04:25:23,2014-06-15T21:55:17,0.54,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-06-16,18.4,10.9,15.3,18.4,10.9,15.3,9.9,70.94,0,,0,,,,19.4,17.1,204.6,1017.4,42.6,14.2,,,,,2014-06-16T04:25:13,2014-06-16T21:55:50,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-06-17,20.3,13.2,17.1,20.3,13.2,17.1,6.7,52.49,0.03,,4.17,,,,21.6,19.1,131.4,1019.7,6.3,30.2,,,,,2014-06-17T04:25:08,2014-06-17T21:56:19,0.63,Rain,Clear conditions throughout the day with afternoon rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-06-18,22.8,12,18.1,22.8,12,18.1,11.3,66.91,0,,0,,,,26.6,24.2,247,1016.4,18.8,19.3,,,,,2014-06-18T04:25:06,2014-06-18T21:56:44,0.68,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-06-19,16.7,13,14.6,16.7,13,14.6,10.6,77.35,2.62,,20.83,,,,48.7,35.1,275.3,1008,67.9,12.9,,,,,2014-06-19T04:25:08,2014-06-19T21:57:05,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-06-20,17.2,12.1,14.6,17.2,12.1,14.6,10.5,77.96,10.15,,58.33,,,,33.3,17.8,287,1008.2,60.4,16.7,,,,,2014-06-20T04:25:14,2014-06-20T21:57:22,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-06-21,16.9,9.3,13.3,16.9,7,13.2,7.9,70.23,0.09,,16.67,,,,42.2,33.7,288.8,1009,67.6,17.5,,,,,2014-06-21T04:25:23,2014-06-21T21:57:36,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-06-22,17.2,9.2,13.7,17.2,7.7,13.5,8.6,72.59,0.6,,12.5,,,,34.3,27.1,280.1,1011.5,42.4,18.2,,,,,2014-06-22T04:25:37,2014-06-22T21:57:45,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-06-23,17,11.1,14.1,17,11.1,14.1,8.7,70.56,0.5,,12.5,,,,35,26,285.6,1015.1,72.9,14.3,,,,,2014-06-23T04:25:55,2014-06-23T21:57:51,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-06-24,18.6,10.9,14.8,18.6,10.9,14.8,8,65.61,0.54,,12.5,,,,21.1,24.2,135.3,1015.2,45.6,18.8,,,,,2014-06-24T04:26:16,2014-06-24T21:57:53,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-06-25,19.7,9.5,15.2,19.7,9.5,15.2,9.3,69.67,0.44,,29.17,,,,22.7,20.9,106.4,1015.4,35.8,22.3,,,,,2014-06-25T04:26:41,2014-06-25T21:57:51,0.99,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-06-26,19.2,9.6,14.4,19.2,8.9,14.4,9.3,72.77,1.8,,16.67,,,,29.7,19.6,219,1016.6,33.3,17.5,,,,,2014-06-26T04:27:09,2014-06-26T21:57:45,1,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain in the morning and afternoon.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-06-27,18.9,10.6,15.9,18.9,10.6,15.9,11.6,76.45,0.01,,8.33,,,,23,21.8,158.8,1016.1,50,16.4,,,,,2014-06-27T04:27:42,2014-06-27T21:57:35,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-06-28,19.1,14.4,16.7,19.1,14.4,16.7,13.4,81.47,4.14,,37.5,,,,24.7,22.9,176.5,1009.6,74.4,13.4,,,,,2014-06-28T04:28:18,2014-06-28T21:57:21,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-06-29,17,13.6,15.4,17,13.6,15.4,12.7,84.72,4.39,,25,,,,19.2,15,217.1,1005.8,67.2,13.2,,,,,2014-06-29T04:28:57,2014-06-29T21:57:03,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-06-30,19.9,10.9,16.2,19.9,10.9,16.2,9.5,66.39,0,,0,,,,24.7,19.8,285.2,1009.8,25,21.4,,,,,2014-06-30T04:29:40,2014-06-30T21:56:41,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-07-01,19,11,15.5,19,11,15.5,9.1,67.07,0.1,,20.83,,,,25.6,20,265.9,1013.9,32.1,18,,,,,2014-07-01T04:30:26,2014-07-01T21:56:15,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-07-02,19.6,9.9,15.3,19.6,9.2,15.3,10.3,73.56,1.91,,16.67,,,,34.2,25.5,272.6,1016.5,50.3,14.6,,,,,2014-07-02T04:31:16,2014-07-02T21:55:46,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-07-03,19.7,12.8,16.4,19.7,12.8,16.4,10.9,70.5,0.02,,4.17,,,,33.7,27.6,236.2,1018.3,63.8,19.3,,,,,2014-07-03T04:32:09,2014-07-03T21:55:13,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-07-04,24.3,14.9,19.5,24.3,14.9,19.5,12.7,66.45,0.93,,12.5,,,,24.3,23.3,178.3,1014,11.7,22.8,,,,,2014-07-04T04:33:05,2014-07-04T21:54:36,0.2,Rain,Clear conditions throughout the day with early morning rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-07-05,24,17,20.3,24,17,20.3,14.3,69.12,0,,0,,,,26.6,20.3,114.2,1007.5,13.7,25,,,,,2014-07-05T04:34:05,2014-07-05T21:53:55,0.25,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-07-06,23.6,17,20.6,23.6,17,20.6,16.3,77.6,0,,4.17,,,,21.1,20.3,174.3,1010.1,32.8,15.1,,,,,2014-07-06T04:35:07,2014-07-06T21:53:11,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-07-07,22.1,17.8,19.9,22.1,17.8,19.8,17.3,85.11,1.79,,33.33,,,,24.7,23.3,220.9,1014.6,44.5,17.5,,,,,2014-07-07T04:36:12,2014-07-07T21:52:23,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-07-08,26,17.8,21.5,26,17.8,21.5,17.6,79.5,0.15,,8.33,,,,39,24.6,144.8,1011.9,59.3,14.2,,,,,2014-07-08T04:37:20,2014-07-08T21:51:32,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-07-09,28,19.1,23.6,28.3,19.1,23.6,16.3,66.12,2.32,,33.33,,,,44.5,33.9,73.3,1009.6,9.4,23.3,,,,,2014-07-09T04:38:31,2014-07-09T21:50:37,0.44,Rain,Clear conditions throughout the day with rain clearing later.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-07-10,28,18.1,23.3,28,18.1,23.3,14.2,58.24,0,,0,,,,34,23.3,66,1013.1,0.5,29.1,,,,,2014-07-10T04:39:45,2014-07-10T21:49:38,0.47,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-07-11,24.1,16.7,20.6,24.1,16.7,20.6,12.5,61.07,0,,0,,,,29,21.5,71.1,1016.7,3.7,28.9,,,,,2014-07-11T04:41:01,2014-07-11T21:48:36,0.49,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-07-12,19.5,14.4,16.5,19.5,14.4,16.5,11.5,73.18,4.48,,11.76,,,,26.1,17.1,54.6,1015.1,19.8,27.7,,,,,2014-07-12T04:42:20,2014-07-12T21:47:31,0.5,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-07-13,17.9,13.8,15.8,17.9,13.8,15.8,13.6,87.75,18.24,,58.33,,,,31.2,22.5,256.7,1004.9,77.2,13.2,,,,,2014-07-13T04:43:41,2014-07-13T21:46:23,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-07-14,19.8,15.8,17.4,19.8,15.8,17.4,15.7,89.8,15.5,,50,,,,35.5,30,207,1004,75.2,12.3,,,,,2014-07-14T04:45:04,2014-07-14T21:45:12,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-07-15,22.1,16.1,19,22.1,16.1,19,14.4,75.73,0.18,,16.67,,,,29,25,245.3,1015.4,61.3,12.8,,,,,2014-07-15T04:46:30,2014-07-15T21:43:57,0.57,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-07-16,21.2,15.8,18.8,21.2,15.8,18.8,12.2,67.23,0,,0,,,,19.4,15.3,243.1,1020.5,36.3,18.1,,,,,2014-07-16T04:47:57,2014-07-16T21:42:39,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-07-17,22.4,13.5,18.8,22.4,13.5,18.8,13,70.24,0.08,,4.17,,,,16.1,18.1,189.7,1022.1,15.2,18.2,,,,,2014-07-17T04:49:27,2014-07-17T21:41:19,0.67,Rain,Clear conditions throughout the day with morning rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-07-18,24.3,13.9,19.9,24.3,13.9,20,15.3,76.15,0,,0,,,,15.8,18.8,185,1021.2,13.8,16.4,,,,,2014-07-18T04:50:58,2014-07-18T21:39:55,0.72,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-07-19,25.2,16.4,20.9,25.2,16.4,20.9,14.9,70.68,0,,0,,,,16.1,16.4,139.5,1019.3,9.1,18.2,,,,,2014-07-19T04:52:32,2014-07-19T21:38:29,0.78,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-07-20,26,15.6,21.5,26,15.6,21.5,14.1,64.33,0,,0,,,,34.5,22.9,85.4,1015.8,0,28.2,,,,,2014-07-20T04:54:07,2014-07-20T21:36:59,0.83,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-07-21,25.9,17,21.7,25.9,17,21.7,15,67.51,0.22,,8.33,,,,25.2,21.4,74.5,1016.9,4.3,24.4,,,,,2014-07-21T04:55:44,2014-07-21T21:35:27,0.88,Rain,Clear conditions throughout the day with rain clearing later.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-07-22,27.9,17.3,22.5,28,17.3,22.5,15.2,65.22,0.08,,4.17,,,,21.3,16.7,88.7,1021.5,2.9,22.1,,,,,2014-07-22T04:57:22,2014-07-22T21:33:53,0.92,Rain,Clear conditions throughout the day with early morning rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-07-23,27.1,17.1,22.5,26.8,17.1,22.5,13.3,58.2,0,,0,,,,21.3,17,61,1023.7,2.8,25.3,,,,,2014-07-23T04:59:02,2014-07-23T21:32:16,0.95,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-07-24,27.8,17.3,22.6,27.5,17.3,22.6,13.8,59.93,0,,0,,,,26.6,21.7,69.8,1020.8,1,23.2,,,,,2014-07-24T05:00:43,2014-07-24T21:30:36,0.98,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-07-25,28.9,17.4,23.4,28.7,17.4,23.4,15.2,62.36,0,,0,,,,26.9,24.8,66.4,1019,0.7,24.2,,,,,2014-07-25T05:02:26,2014-07-25T21:28:54,1,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-07-26,27,19.8,22.7,27.5,19.8,22.7,17.3,72.75,0.08,,4.17,,,,30.5,24.1,104,1016.2,15.5,19.8,,,,,2014-07-26T05:04:10,2014-07-26T21:27:10,1,Rain,Clear conditions throughout the day with morning rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-07-27,26.3,18.5,22.4,26.3,18.5,22.4,18.2,78.04,0.07,,8.33,,,,18,18.5,129.3,1014.3,13.2,14.5,,,,,2014-07-27T05:05:55,2014-07-27T21:25:23,0,Rain,Clear conditions throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-07-28,28.4,17.6,22.9,29.1,17.6,23,18.6,78.59,0.17,,4.17,,,,19.4,18.1,200.8,1013.5,39.2,8.9,,,,,2014-07-28T05:07:41,2014-07-28T21:23:35,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-07-29,27.9,20.6,23.7,27.6,20.6,23.7,15.9,63.82,0,,0,,,,28.1,27.4,325.7,1011.2,2.1,22.6,,,,,2014-07-29T05:09:28,2014-07-29T21:21:44,0.03,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-07-30,22.9,19.4,20.9,22.9,19.4,20.9,16.7,76.89,4.06,,41.67,,,,21.1,19,166.9,1008.2,53.9,18,,,,,2014-07-30T05:11:15,2014-07-30T21:19:50,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-07-31,24.9,15.9,20.5,24.9,15.9,20.5,12.7,62.9,0,,0,,,,34.8,24.8,259.2,1010.9,19.6,22.2,,,,,2014-07-31T05:13:04,2014-07-31T21:17:55,0.09,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-08-01,24.6,16.6,21,24.6,16.6,21,14.6,68.14,0,,0,,,,29.8,23.6,190,1013.6,19.1,15,,,,,2014-08-01T05:14:54,2014-08-01T21:15:58,0.13,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-08-02,25.8,19.6,21.6,25.8,19.6,21.6,16.7,75.02,0.9,,12.5,,,,42.8,35.5,113.2,1013,29.9,16.3,,,,,2014-08-02T05:16:44,2014-08-02T21:13:59,0.17,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-08-03,26.2,20.1,23,26.2,20.1,23,19.5,81.47,4.11,,33.33,,,,28,19.7,170.1,1009.8,33.8,16.6,,,,,2014-08-03T05:18:35,2014-08-03T21:11:58,0.22,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-08-04,22.9,18.3,20.2,22.9,18.3,20.2,17.1,83.72,13.88,,54.17,,,,30,32.3,233.3,1012.6,67.2,11.5,,,,,2014-08-04T05:20:27,2014-08-04T21:09:56,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-08-05,23.7,17.4,20.3,23.7,17.4,20.3,14.1,68.39,0,,0,,,,21.6,18.9,249.5,1016.4,51.8,20.3,,,,,2014-08-05T05:22:19,2014-08-05T21:07:51,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-08-06,23.4,15,19.3,23.4,15,19.3,12.6,66.51,0.09,,8.33,,,,17.7,12.9,208,1016.5,17.4,20.4,,,,,2014-08-06T05:24:12,2014-08-06T21:05:45,0.38,Rain,Clear conditions throughout the day with rain clearing later.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-08-07,23.2,15.9,19.9,23.2,15.9,19.9,15,73.71,0,,0,,,,17.7,18.8,162.6,1014.8,43.8,16.3,,,,,2014-08-07T05:26:05,2014-08-07T21:03:38,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-08-08,23.5,15.8,20,23.5,15.8,20,15.9,77.86,19.48,,37.5,,,,18.3,14.2,193.7,1014.2,42,12.9,,,,,2014-08-08T05:27:59,2014-08-08T21:01:29,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-08-09,23.8,16.8,19.8,23.8,16.8,19.8,15.9,78.6,7.76,,33.33,,,,46.6,36.9,165.5,1009.5,26.4,13.4,,,,,2014-08-09T05:29:53,2014-08-09T20:59:18,0.49,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-08-10,23,13.3,18.8,23,13.3,18.8,13.4,71.44,0,,0,,,,39.5,33.3,165.5,1011.7,32.4,17.8,,,,,2014-08-10T05:31:47,2014-08-10T20:57:06,0.5,Partially cloudy,Partly cloudy throughout the day.,wind,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
